edx-665,edx,delft university of technology,drinking water treatment,https://www.edx.org/learn/water/delft-university-of-technology-drinking-water-treatment?index=product&queryid=2198d13c01d4bf0334eb72ed353ff888&position=17&results_level=second-level-results&term=&objectid=course-fa22ed78-4a53-45aa-b11d-d08e5e818fa7&campaign=drinking+water+treatment&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn about urban water services focusing on conventional technologies for drinking water treatment.,4.4,5,9,-->intermediate,7 weeks,water treatment - groundwater - engineering design process - surface water - sewage - biological process - water quality - unit processes - water services,none,free 
edx-666,edx,university of british columbia,designing and developing an online course,https://www.edx.org/learn/teaching-strategies/university-of-british-columbia-designing-and-developing-an-online-course?index=product&queryid=2198d13c01d4bf0334eb72ed353ff888&position=18&results_level=second-level-results&term=&objectid=course-52bf4539-6137-4968-9605-6c32414dcdc4&campaign=designing+and+developing+an+online+course&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,this course will prepare administrators and educators with an understanding of course and program design and development.,3.2,5,6,-->introductory,3 weeks,content development - lecturing - program design languages - instructional design,none,free 
edx-667,edx,universidades anáhuac,introducción a r,https://www.edx.org/learn/r-programming/universidades-anahuac-introduccion-a-r?index=product&queryid=2198d13c01d4bf0334eb72ed353ff888&position=19&results_level=second-level-results&term=&objectid=course-d491948d-9af3-456b-a86a-65f856494f24&campaign=introducci%c3%b3n+a+r&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,r es uno de los lenguajes más utilizados en el análisis de datos ciencia de datos e inteligencia artificial. conocerlo y dominarlo es un factor clave para lograr estrategias competitivas basadas en los datos. este curso te brindará las bases de la programación en r con un enfoque práctico.,4.4,5,7,-->introductory,4 weeks,artificial intelligence - accounts receivable - r (programming language) - data analysis - data manipulation - data science,none,free 
edx-668,edx,the university of queensland,the science of everyday thinking,https://www.edx.org/learn/thinking/the-university-of-queensland-the-science-of-everyday-thinking?index=product&queryid=2198d13c01d4bf0334eb72ed353ff888&position=20&results_level=second-level-results&term=&objectid=course-01bf8f79-a1fc-4481-8a37-d313a781298b&campaign=the+science+of+everyday+thinking&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to think better argue better and choose better.,none,none,none,-->introductory,12 weeks,critical thinking - psychology - scientific methods - debating,none,free 
edx-669,edx,universitat politècnica de valència,word intermedio: herramientas de formato y productividad,https://www.edx.org/learn/business-skills/universitat-politecnica-de-valencia-word-intermedio-herramientas-de-formato-y-productividad?index=product&queryid=2198d13c01d4bf0334eb72ed353ff888&position=21&results_level=second-level-results&term=&objectid=course-46f1c35d-7700-4834-b4ee-6208e807d400&campaign=word+intermedio%3a+herramientas+de+formato+y+productividad&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,este curso en línea te permitira aumentar tu rendimiento y productividad usando microsoft word una de las la herramienta de procesamiento de texto mas usadas.,none,none,none,-->intermediate,6 weeks,windows essential business server 2008 - word processing - microsoft word - productivity software,none,free 
edx-670,edx,universidad autónoma de madrid,educación de calidad para todos: equidad inclusión y atención a la diversidad,https://www.edx.org/learn/dei-diversity-equity-inclusion/universidad-autonoma-de-madrid-educacion-de-calidad-para-todos-equidad-inclusion-y-atencion-a-la-diversidad?index=product&queryid=2198d13c01d4bf0334eb72ed353ff888&position=22&results_level=second-level-results&term=&objectid=course-0108064f-fd01-469d-92db-5ab6762cb3a2&campaign=educaci%c3%b3n+de+calidad+para+todos%3a+equidad%2c+inclusi%c3%b3n+y+atenci%c3%b3n+a+la+diversidad&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,aprenderás cómo debería ser un sistema educativo que promueva la inclusión y la calidad sin renunciar a la excelencia ni a la equidad y cómo puedes llevarlo a la práctica.,5.0,5,7,-->introductory,6 weeks,none,none,free 
edx-671,edx,the georgia institute of technology,introduction to object-oriented programming with java iii: exceptions data…,https://www.edx.org/learn/object-oriented-programming/the-georgia-institute-of-technology-introduction-to-object-oriented-programming-with-java-iii-exceptions-data-structures-recursion-and-guis?index=product&queryid=2198d13c01d4bf0334eb72ed353ff888&position=23&results_level=second-level-results&term=&objectid=course-348daf5a-eba8-4bf4-97c8-1034ab83b464&campaign=introduction+to+object-oriented+programming+with+java+iii%3a+exceptions%2c+data+structures%2c+recursion%2c+and+guis&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to create and use exceptions data structures recursion and graphical user-interfaces (guis).,none,none,none,introductory,6 weeks,graphical user interface - exception handling - java (programming language) - object-oriented programming (oop) - data structures,none,free 
edx-672,edx,delft university of technology,critical raw materials: managing resources for a sustainable future,https://www.edx.org/learn/sustainability/delft-university-of-technology-critical-raw-materials-managing-resources-for-a-sustainable-future?index=product&queryid=2198d13c01d4bf0334eb72ed353ff888&position=24&results_level=second-level-results&term=&objectid=course-239d686e-9c45-426e-9c06-dda047329797&campaign=critical+raw+materials%3a+managing+resources+for+a+sustainable+future&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,gain a systemic understanding of critical raw materials and learn about strategies and solutions to manage them in a sustainable way.,none,none,none,-->intermediate,7 weeks,market dynamics - business modeling - sourcing - risk mitigation - apple numbers - customer relationship management - economics - renewable energy - economy - supply chain - systems thinking - sustainability,none,free 
edx-673,edx,the university of maryland college park,let’s get emotional: emotions & emotional intelligence!,https://www.edx.org/learn/psychology/the-university-of-maryland-college-park-lets-get-emotional-emotions-emotional-intelligence?index=product&queryid=3dbf1d3619d170904c4f48cbdd576fbc&position=1&results_level=second-level-results&term=&objectid=course-48c3d5b2-152e-4870-b017-bfe1d9eed461&campaign=let%e2%80%99s+get+emotional%3a++emotions+%26+emotional+intelligence%21&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,effective leaders have high self-awareness and emotional intelligence. this course will help you understand emotions -- our secondary and overlooked intelligence system -- and emotional intelligence. build your emotional vocabulary and emotional intelligence.,4.3,5,7,-->introductory,5 weeks,leadership - emotional intelligence - self-awareness,none,free 
edx-674,edx,university of adelaide,understanding agribusiness value chains and consumers in global food systems,https://www.edx.org/learn/agribusiness/university-of-adelaide-understanding-agribusiness-value-chains-and-consumers-in-global-food-systems?index=product&queryid=3dbf1d3619d170904c4f48cbdd576fbc&position=2&results_level=second-level-results&term=&objectid=course-0097cd21-a77e-4d85-ae08-4459d3940634&campaign=understanding+agribusiness%2c+value+chains%2c+and+consumers+in+global+food+systems&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn about the dynamic business of food and agriculture exploring value chain thinking and the role consumers play in our rapidly evolving food systems.,none,none,none,-->intermediate,4 weeks,agriculture - dynamic business process management - economy - influencing skills - supply chain - economic growth - consumer behaviour,none,free 
edx-675,edx,the international monetary fund,cyber risk supervision,https://www.edx.org/learn/economics/the-international-monetary-fund-cyber-risk-security?index=product&queryid=3dbf1d3619d170904c4f48cbdd576fbc&position=3&results_level=second-level-results&term=&objectid=course-5aedd74e-bd8c-4828-8b10-4bdab15df7d3&campaign=cyber+risk+supervision&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,as the reliance of the financial sector on information technology and the interconnectedness of systems continue to rise cybersecurity has become a financial stability risk. financial supervisors need to understand the nature of the risk learn the essential concepts of cyber risk management and acquire basic skills needed for effective regulation and supervision.,4.6,5,17,-->introductory,4 weeks,information technology - risk management - management - cyber security - cyber risk,none,free 
